CountryorArea,Element,Year,Unit,Value,ValueFootnotes
United States of America,Processing,2017.0,1000 tonnes,28.0,Im
Spain,Processing,2017.0,1000 tonnes,22.0,Im
France,Processing,2017.0,1000 tonnes,20.0,Im
Poland,Processing,2017.0,1000 tonnes,18.0,Im
Turkey,Processing,2017.0,1000 tonnes,18.0,Im
Sri Lanka,Processing,2017.0,1000 tonnes,17.0,Im
Australia and New Zealand,Processing,2017.0,1000 tonnes,16.0,A
Canada,Processing,2017.0,1000 tonnes,13.0,Im
Sweden,Processing,2017.0,1000 tonnes,13.0,Im
Australia,Processing,2017.0,1000 tonnes,10.0,Im
Pakistan,Processing,2017.0,1000 tonnes,10.0,Im
Austria,Processing,2017.0,1000 tonnes,8.0,Im
Ireland,Processing,2017.0,1000 tonnes,7.0,Im
New Zealand,Processing,2017.0,1000 tonnes,6.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2017.0,1000 tonnes,4.0,Im
Ecuador,Processing,2017.0,1000 tonnes,2.0,Im
Norway,Processing,2017.0,1000 tonnes,2.0,Im
Trinidad and Tobago,Processing,2017.0,1000 tonnes,2.0,Im
Guyana,Processing,2017.0,1000 tonnes,1.0,Im
Philippines,Processing,2017.0,1000 tonnes,1.0,Im
Suriname,Processing,2017.0,1000 tonnes,1.0,Im
Albania,Processing,2017.0,1000 tonnes,0.0,Im
Argentina,Processing,2017.0,1000 tonnes,0.0,Im
Azerbaijan,Processing,2017.0,1000 tonnes,0.0,Im
Barbados,Processing,2017.0,1000 tonnes,0.0,Im
Belarus,Processing,2017.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2017.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2017.0,1000 tonnes,0.0,Im
China,Processing,2017.0,1000 tonnes,0.0,A
"China, Hong Kong SAR",Processing,2017.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2017.0,1000 tonnes,0.0,Im
Colombia,Processing,2017.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2017.0,1000 tonnes,0.0,Im
Croatia,Processing,2017.0,1000 tonnes,0.0,Im
Czechia,Processing,2017.0,1000 tonnes,0.0,Im
Denmark,Processing,2017.0,1000 tonnes,0.0,Im
Finland,Processing,2017.0,1000 tonnes,0.0,Im
Greece,Processing,2017.0,1000 tonnes,0.0,Im
Guatemala,Processing,2017.0,1000 tonnes,0.0,Im
Nepal,Processing,2017.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2017.0,1000 tonnes,0.0,Im
Peru,Processing,2017.0,1000 tonnes,0.0,Im
Saint Lucia,Processing,2017.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2017.0,1000 tonnes,0.0,Im
India,Processing,2016.0,1000 tonnes,123.0,Im
Mexico,Processing,2016.0,1000 tonnes,101.0,Im
Germany,Processing,2016.0,1000 tonnes,100.0,Im
Belgium,Processing,2016.0,1000 tonnes,60.0,Im
Netherlands,Processing,2016.0,1000 tonnes,48.0,Im
United States of America,Processing,2016.0,1000 tonnes,32.0,Im
Indonesia,Processing,2016.0,1000 tonnes,27.0,Im
Italy,Processing,2016.0,1000 tonnes,27.0,Im
France,Processing,2016.0,1000 tonnes,22.0,Im
Poland,Processing,2016.0,1000 tonnes,19.0,Im
Spain,Processing,2016.0,1000 tonnes,19.0,Im
Australia and New Zealand,Processing,2016.0,1000 tonnes,18.0,A
Sri Lanka,Processing,2016.0,1000 tonnes,16.0,Im
Canada,Processing,2016.0,1000 tonnes,14.0,Im
Turkey,Processing,2016.0,1000 tonnes,14.0,Im
Sweden,Processing,2016.0,1000 tonnes,12.0,Im
Australia,Processing,2016.0,1000 tonnes,11.0,Im
Pakistan,Processing,2016.0,1000 tonnes,11.0,Im
Ireland,Processing,2016.0,1000 tonnes,8.0,Im
Austria,Processing,2016.0,1000 tonnes,7.0,Im
New Zealand,Processing,2016.0,1000 tonnes,7.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2016.0,1000 tonnes,4.0,Im
Ecuador,Processing,2016.0,1000 tonnes,2.0,Im
Norway,Processing,2016.0,1000 tonnes,2.0,Im
Philippines,Processing,2016.0,1000 tonnes,2.0,Im
Finland,Processing,2016.0,1000 tonnes,1.0,Im
Guyana,Processing,2016.0,1000 tonnes,1.0,Im
Suriname,Processing,2016.0,1000 tonnes,1.0,Im
Trinidad and Tobago,Processing,2016.0,1000 tonnes,1.0,Im
Albania,Processing,2016.0,1000 tonnes,0.0,Im
Argentina,Processing,2016.0,1000 tonnes,0.0,Im
Azerbaijan,Processing,2016.0,1000 tonnes,0.0,Im
Barbados,Processing,2016.0,1000 tonnes,0.0,Im
Belarus,Processing,2016.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2016.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2016.0,1000 tonnes,0.0,Im
China,Processing,2016.0,1000 tonnes,0.0,A
"China, Hong Kong SAR",Processing,2016.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2016.0,1000 tonnes,0.0,Im
Colombia,Processing,2016.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2016.0,1000 tonnes,0.0,Im
Croatia,Processing,2016.0,1000 tonnes,0.0,Im
Czechia,Processing,2016.0,1000 tonnes,0.0,Im
Denmark,Processing,2016.0,1000 tonnes,0.0,Im
Egypt,Processing,2016.0,1000 tonnes,0.0,Im
Greece,Processing,2016.0,1000 tonnes,0.0,Im
Guatemala,Processing,2016.0,1000 tonnes,0.0,Im
Nepal,Processing,2016.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2016.0,1000 tonnes,0.0,Im
Peru,Processing,2016.0,1000 tonnes,0.0,Im
Saint Lucia,Processing,2016.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2016.0,1000 tonnes,0.0,Im
Germany,Processing,2015.0,1000 tonnes,200.0,Im
India,Processing,2015.0,1000 tonnes,136.0,Im
Mexico,Processing,2015.0,1000 tonnes,116.0,Im
Netherlands,Processing,2015.0,1000 tonnes,61.0,Im
Belgium,Processing,2015.0,1000 tonnes,59.0,Im
United States of America,Processing,2015.0,1000 tonnes,37.0,Im
Italy,Processing,2015.0,1000 tonnes,33.0,Im
France,Processing,2015.0,1000 tonnes,20.0,Im
Poland,Processing,2015.0,1000 tonnes,18.0,Im
Spain,Processing,2015.0,1000 tonnes,18.0,Im
Indonesia,Processing,2015.0,1000 tonnes,17.0,Im
Australia and New Zealand,Processing,2015.0,1000 tonnes,16.0,A
Turkey,Processing,2015.0,1000 tonnes,16.0,Im
Sri Lanka,Processing,2015.0,1000 tonnes,14.0,Im
Australia,Processing,2015.0,1000 tonnes,11.0,Im
Canada,Processing,2015.0,1000 tonnes,11.0,Im
Sweden,Processing,2015.0,1000 tonnes,11.0,Im
Pakistan,Processing,2015.0,1000 tonnes,10.0,Im
Ireland,Processing,2015.0,1000 tonnes,8.0,Im
Austria,Processing,2015.0,1000 tonnes,7.0,Im
New Zealand,Processing,2015.0,1000 tonnes,5.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2015.0,1000 tonnes,5.0,Im
Ecuador,Processing,2015.0,1000 tonnes,2.0,Im
Norway,Processing,2015.0,1000 tonnes,2.0,Im
Trinidad and Tobago,Processing,2015.0,1000 tonnes,2.0,Im
Finland,Processing,2015.0,1000 tonnes,1.0,Im
Philippines,Processing,2015.0,1000 tonnes,1.0,Im
Suriname,Processing,2015.0,1000 tonnes,1.0,Im
Albania,Processing,2015.0,1000 tonnes,0.0,Im
Argentina,Processing,2015.0,1000 tonnes,0.0,Im
Azerbaijan,Processing,2015.0,1000 tonnes,0.0,Im
Barbados,Processing,2015.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2015.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2015.0,1000 tonnes,0.0,Im
China,Processing,2015.0,1000 tonnes,0.0,A
"China, Hong Kong SAR",Processing,2015.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2015.0,1000 tonnes,0.0,Im
Colombia,Processing,2015.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2015.0,1000 tonnes,0.0,Im
Croatia,Processing,2015.0,1000 tonnes,0.0,Im
Czechia,Processing,2015.0,1000 tonnes,0.0,Im
Denmark,Processing,2015.0,1000 tonnes,0.0,Im
Egypt,Processing,2015.0,1000 tonnes,0.0,Im
Greece,Processing,2015.0,1000 tonnes,0.0,Im
Guatemala,Processing,2015.0,1000 tonnes,0.0,Im
Guyana,Processing,2015.0,1000 tonnes,0.0,Im
Nepal,Processing,2015.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2015.0,1000 tonnes,0.0,Im
Peru,Processing,2015.0,1000 tonnes,0.0,Im
Saint Lucia,Processing,2015.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2015.0,1000 tonnes,0.0,Im
Germany,Processing,2014.0,1000 tonnes,200.0,Im
Mexico,Processing,2014.0,1000 tonnes,119.0,Im
India,Processing,2014.0,1000 tonnes,115.0,Im
Netherlands,Processing,2014.0,1000 tonnes,81.0,Im
United States of America,Processing,2014.0,1000 tonnes,49.0,Im
Belgium,Processing,2014.0,1000 tonnes,40.0,Im
Italy,Processing,2014.0,1000 tonnes,31.0,Im
Sri Lanka,Processing,2014.0,1000 tonnes,20.0,Im
Spain,Processing,2014.0,1000 tonnes,19.0,Im
Poland,Processing,2014.0,1000 tonnes,18.0,Im
Turkey,Processing,2014.0,1000 tonnes,18.0,Im
Indonesia,Processing,2014.0,1000 tonnes,16.0,Im
Australia and New Zealand,Processing,2014.0,1000 tonnes,15.0,A
Canada,Processing,2014.0,1000 tonnes,12.0,Im
Australia,Processing,2014.0,1000 tonnes,11.0,Im
Sweden,Processing,2014.0,1000 tonnes,11.0,Im
France,Processing,2014.0,1000 tonnes,10.0,Im
Ireland,Processing,2014.0,1000 tonnes,8.0,Im
Austria,Processing,2014.0,1000 tonnes,6.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2014.0,1000 tonnes,5.0,Im
New Zealand,Processing,2014.0,1000 tonnes,4.0,Im
Ecuador,Processing,2014.0,1000 tonnes,2.0,Im
Norway,Processing,2014.0,1000 tonnes,2.0,Im
Pakistan,Processing,2014.0,1000 tonnes,2.0,Im
Finland,Processing,2014.0,1000 tonnes,1.0,Im
Philippines,Processing,2014.0,1000 tonnes,1.0,Im
Suriname,Processing,2014.0,1000 tonnes,1.0,Im
Trinidad and Tobago,Processing,2014.0,1000 tonnes,1.0,Im
Albania,Processing,2014.0,1000 tonnes,0.0,Im
Argentina,Processing,2014.0,1000 tonnes,0.0,Im
Azerbaijan,Processing,2014.0,1000 tonnes,0.0,Im
Barbados,Processing,2014.0,1000 tonnes,0.0,Im
Belarus,Processing,2014.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2014.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2014.0,1000 tonnes,0.0,Im
China,Processing,2014.0,1000 tonnes,0.0,A
"China, Hong Kong SAR",Processing,2014.0,1000 tonnes,0.0,Im
Other non-specified areas,Processing,2014.0,1000 tonnes,0.0,Im
Colombia,Processing,2014.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2014.0,1000 tonnes,0.0,Im
Croatia,Processing,2014.0,1000 tonnes,0.0,Im
Czechia,Processing,2014.0,1000 tonnes,0.0,Im
Denmark,Processing,2014.0,1000 tonnes,0.0,Im
Greece,Processing,2014.0,1000 tonnes,0.0,Im
Guatemala,Processing,2014.0,1000 tonnes,0.0,Im
Guyana,Processing,2014.0,1000 tonnes,0.0,Im
Nepal,Processing,2014.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2014.0,1000 tonnes,0.0,Im
Peru,Processing,2014.0,1000 tonnes,0.0,Im
Saint Lucia,Processing,2014.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2014.0,1000 tonnes,0.0,Im
Germany,Processing,2013.0,1000 tonnes,230.0,Im
Netherlands,Processing,2013.0,1000 tonnes,150.0,Im
India,Processing,2013.0,1000 tonnes,106.0,Im
Mexico,Processing,2013.0,1000 tonnes,101.0,Im
Belgium,Processing,2013.0,1000 tonnes,48.0,Im
United States of America,Processing,2013.0,1000 tonnes,35.0,Im
Italy,Processing,2013.0,1000 tonnes,33.0,Im
Indonesia,Processing,2013.0,1000 tonnes,29.0,Im
Poland,Processing,2013.0,1000 tonnes,28.0,Im
Sri Lanka,Processing,2013.0,1000 tonnes,23.0,Im
France,Processing,2013.0,1000 tonnes,19.0,Im
Spain,Processing,2013.0,1000 tonnes,18.0,Im
Australia and New Zealand,Processing,2013.0,1000 tonnes,16.0,A
Turkey,Processing,2013.0,1000 tonnes,16.0,Im
Sweden,Processing,2013.0,1000 tonnes,12.0,Im
Australia,Processing,2013.0,1000 tonnes,11.0,Im
Canada,Processing,2013.0,1000 tonnes,11.0,Im
Austria,Processing,2013.0,1000 tonnes,9.0,Im
Pakistan,Processing,2013.0,1000 tonnes,9.0,Im
Ireland,Processing,2013.0,1000 tonnes,8.0,Im
New Zealand,Processing,2013.0,1000 tonnes,5.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2013.0,1000 tonnes,5.0,Im
Ecuador,Processing,2013.0,1000 tonnes,2.0,Im
Norway,Processing,2013.0,1000 tonnes,2.0,Im
Philippines,Processing,2013.0,1000 tonnes,2.0,Im
Finland,Processing,2013.0,1000 tonnes,1.0,Im
Suriname,Processing,2013.0,1000 tonnes,1.0,Im
Trinidad and Tobago,Processing,2013.0,1000 tonnes,1.0,Im
Afghanistan,Processing,2013.0,1000 tonnes,0.0,Im
Angola,Processing,2013.0,1000 tonnes,0.0,Im
Antigua and Barbuda,Processing,2013.0,1000 tonnes,0.0,Im
Bangladesh,Processing,2013.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2013.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2013.0,1000 tonnes,0.0,Im
Burkina Faso,Processing,2013.0,1000 tonnes,0.0,Im
Cambodia,Processing,2013.0,1000 tonnes,0.0,Im
Cameroon,Processing,2013.0,1000 tonnes,0.0,Im
Central African Republic,Processing,2013.0,1000 tonnes,0.0,Im
Chad,Processing,2013.0,1000 tonnes,0.0,Im
China,Processing,2013.0,1000 tonnes,0.0,A
Colombia,Processing,2013.0,1000 tonnes,0.0,Im
Congo,Processing,2013.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2013.0,1000 tonnes,0.0,Im
Democratic People's Republic of Korea,Processing,2013.0,1000 tonnes,0.0,Im
Denmark,Processing,2013.0,1000 tonnes,0.0,Im
Ethiopia,Processing,2013.0,1000 tonnes,0.0,Im
Guatemala,Processing,2013.0,1000 tonnes,0.0,Im
Guinea,Processing,2013.0,1000 tonnes,0.0,Im
Guyana,Processing,2013.0,1000 tonnes,0.0,Im
Haiti,Processing,2013.0,1000 tonnes,0.0,Im
Iraq,Processing,2013.0,1000 tonnes,0.0,Im
Kenya,Processing,2013.0,1000 tonnes,0.0,Im
Madagascar,Processing,2013.0,1000 tonnes,0.0,Im
Malawi,Processing,2013.0,1000 tonnes,0.0,Im
Mozambique,Processing,2013.0,1000 tonnes,0.0,Im
Myanmar,Processing,2013.0,1000 tonnes,0.0,Im
Nepal,Processing,2013.0,1000 tonnes,0.0,Im
Niger,Processing,2013.0,1000 tonnes,0.0,Im
Nigeria,Processing,2013.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2013.0,1000 tonnes,0.0,Im
Peru,Processing,2013.0,1000 tonnes,0.0,Im
Rwanda,Processing,2013.0,1000 tonnes,0.0,Im
Saint Lucia,Processing,2013.0,1000 tonnes,0.0,Im
Senegal,Processing,2013.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2013.0,1000 tonnes,0.0,Im
Tajikistan,Processing,2013.0,1000 tonnes,0.0,Im
Thailand,Processing,2013.0,1000 tonnes,0.0,Im
Uganda,Processing,2013.0,1000 tonnes,0.0,Im
United Republic of Tanzania,Processing,2013.0,1000 tonnes,0.0,Im
Uzbekistan,Processing,2013.0,1000 tonnes,0.0,Im
Venezuela (Bolivarian Republic of),Processing,2013.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2013.0,1000 tonnes,0.0,Im
Yemen,Processing,2013.0,1000 tonnes,0.0,Im
Zambia,Processing,2013.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2013.0,1000 tonnes,0.0,Im
Germany,Processing,2012.0,1000 tonnes,190.0,Im
Netherlands,Processing,2012.0,1000 tonnes,150.0,Im
India,Processing,2012.0,1000 tonnes,119.0,Im
Mexico,Processing,2012.0,1000 tonnes,93.0,Im
Belgium,Processing,2012.0,1000 tonnes,36.0,Im
United States of America,Processing,2012.0,1000 tonnes,35.0,Im
Italy,Processing,2012.0,1000 tonnes,33.0,Im
Poland,Processing,2012.0,1000 tonnes,29.0,Im
Sri Lanka,Processing,2012.0,1000 tonnes,28.0,Im
Spain,Processing,2012.0,1000 tonnes,17.0,Im
Turkey,Processing,2012.0,1000 tonnes,16.0,Im
Australia and New Zealand,Processing,2012.0,1000 tonnes,15.0,A
France,Processing,2012.0,1000 tonnes,15.0,Im
Australia,Processing,2012.0,1000 tonnes,11.0,Im
Indonesia,Processing,2012.0,1000 tonnes,11.0,Im
Pakistan,Processing,2012.0,1000 tonnes,11.0,Im
Canada,Processing,2012.0,1000 tonnes,10.0,Im
Sweden,Processing,2012.0,1000 tonnes,10.0,Im
Austria,Processing,2012.0,1000 tonnes,8.0,Im
Ireland,Processing,2012.0,1000 tonnes,8.0,Im
United Kingdom of Great Britain and Northern Ireland,Processing,2012.0,1000 tonnes,5.0,Im
New Zealand,Processing,2012.0,1000 tonnes,4.0,Im
Ecuador,Processing,2012.0,1000 tonnes,2.0,Im
Finland,Processing,2012.0,1000 tonnes,2.0,Im
Philippines,Processing,2012.0,1000 tonnes,2.0,Im
Trinidad and Tobago,Processing,2012.0,1000 tonnes,2.0,Im
Nepal,Processing,2012.0,1000 tonnes,1.0,Im
Afghanistan,Processing,2012.0,1000 tonnes,0.0,Im
Angola,Processing,2012.0,1000 tonnes,0.0,Im
Antigua and Barbuda,Processing,2012.0,1000 tonnes,0.0,Im
Bangladesh,Processing,2012.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2012.0,1000 tonnes,0.0,Im
Bulgaria,Processing,2012.0,1000 tonnes,0.0,Im
Burkina Faso,Processing,2012.0,1000 tonnes,0.0,Im
Cambodia,Processing,2012.0,1000 tonnes,0.0,Im
Cameroon,Processing,2012.0,1000 tonnes,0.0,Im
Central African Republic,Processing,2012.0,1000 tonnes,0.0,Im
Chad,Processing,2012.0,1000 tonnes,0.0,Im
China,Processing,2012.0,1000 tonnes,0.0,A
Colombia,Processing,2012.0,1000 tonnes,0.0,Im
Congo,Processing,2012.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2012.0,1000 tonnes,0.0,Im
Democratic People's Republic of Korea,Processing,2012.0,1000 tonnes,0.0,Im
Denmark,Processing,2012.0,1000 tonnes,0.0,Im
Ethiopia,Processing,2012.0,1000 tonnes,0.0,Im
Guatemala,Processing,2012.0,1000 tonnes,0.0,Im
Guinea,Processing,2012.0,1000 tonnes,0.0,Im
Guyana,Processing,2012.0,1000 tonnes,0.0,Im
Haiti,Processing,2012.0,1000 tonnes,0.0,Im
Iraq,Processing,2012.0,1000 tonnes,0.0,Im
Kenya,Processing,2012.0,1000 tonnes,0.0,Im
Madagascar,Processing,2012.0,1000 tonnes,0.0,Im
Malawi,Processing,2012.0,1000 tonnes,0.0,Im
Mozambique,Processing,2012.0,1000 tonnes,0.0,Im
Myanmar,Processing,2012.0,1000 tonnes,0.0,Im
Niger,Processing,2012.0,1000 tonnes,0.0,Im
Nigeria,Processing,2012.0,1000 tonnes,0.0,Im
North Macedonia,Processing,2012.0,1000 tonnes,0.0,Im
Norway,Processing,2012.0,1000 tonnes,0.0,Im
Peru,Processing,2012.0,1000 tonnes,0.0,Im
Rwanda,Processing,2012.0,1000 tonnes,0.0,Im
Saint Lucia,Processing,2012.0,1000 tonnes,0.0,Im
Senegal,Processing,2012.0,1000 tonnes,0.0,Im
Suriname,Processing,2012.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2012.0,1000 tonnes,0.0,Im
Tajikistan,Processing,2012.0,1000 tonnes,0.0,Im
Thailand,Processing,2012.0,1000 tonnes,0.0,Im
Uganda,Processing,2012.0,1000 tonnes,0.0,Im
United Republic of Tanzania,Processing,2012.0,1000 tonnes,0.0,Im
Uzbekistan,Processing,2012.0,1000 tonnes,0.0,Im
Venezuela (Bolivarian Republic of),Processing,2012.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2012.0,1000 tonnes,0.0,Im
Yemen,Processing,2012.0,1000 tonnes,0.0,Im
Zambia,Processing,2012.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2012.0,1000 tonnes,0.0,Im
Germany,Processing,2011.0,1000 tonnes,241.0,Im
India,Processing,2011.0,1000 tonnes,106.0,Im
Netherlands,Processing,2011.0,1000 tonnes,90.0,Im
Mexico,Processing,2011.0,1000 tonnes,55.0,Im
