CountryorArea,Element,Year,Unit,Value,ValueFootnotes
Bangladesh,Processing,2012.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2012.0,1000 tonnes,0.0,Im
Burkina Faso,Processing,2012.0,1000 tonnes,0.0,Im
Cambodia,Processing,2012.0,1000 tonnes,0.0,Im
Cameroon,Processing,2012.0,1000 tonnes,0.0,Im
Central African Republic,Processing,2012.0,1000 tonnes,0.0,Im
Chad,Processing,2012.0,1000 tonnes,0.0,Im
Colombia,Processing,2012.0,1000 tonnes,0.0,Im
Congo,Processing,2012.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2012.0,1000 tonnes,0.0,Im
Democratic People's Republic of Korea,Processing,2012.0,1000 tonnes,0.0,Im
Ecuador,Processing,2012.0,1000 tonnes,0.0,Im
Ethiopia,Processing,2012.0,1000 tonnes,0.0,Im
France,Processing,2012.0,1000 tonnes,0.0,Im
Guatemala,Processing,2012.0,1000 tonnes,0.0,Im
Guinea,Processing,2012.0,1000 tonnes,0.0,Im
Haiti,Processing,2012.0,1000 tonnes,0.0,Im
India,Processing,2012.0,1000 tonnes,0.0,Im
Indonesia,Processing,2012.0,1000 tonnes,0.0,Im
Iraq,Processing,2012.0,1000 tonnes,0.0,Im
Kenya,Processing,2012.0,1000 tonnes,0.0,Im
Madagascar,Processing,2012.0,1000 tonnes,0.0,Im
Malawi,Processing,2012.0,1000 tonnes,0.0,Im
Malta,Processing,2012.0,1000 tonnes,0.0,Im
Mexico,Processing,2012.0,1000 tonnes,0.0,Im
Mozambique,Processing,2012.0,1000 tonnes,0.0,Im
Myanmar,Processing,2012.0,1000 tonnes,0.0,Im
Nepal,Processing,2012.0,1000 tonnes,0.0,Im
Niger,Processing,2012.0,1000 tonnes,0.0,Im
Nigeria,Processing,2012.0,1000 tonnes,0.0,Im
Pakistan,Processing,2012.0,1000 tonnes,0.0,Im
Peru,Processing,2012.0,1000 tonnes,0.0,Im
Philippines,Processing,2012.0,1000 tonnes,0.0,Im
Rwanda,Processing,2012.0,1000 tonnes,0.0,Im
Senegal,Processing,2012.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2012.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2012.0,1000 tonnes,0.0,Im
Tajikistan,Processing,2012.0,1000 tonnes,0.0,Im
Uganda,Processing,2012.0,1000 tonnes,0.0,Im
United Republic of Tanzania,Processing,2012.0,1000 tonnes,0.0,Im
Uzbekistan,Processing,2012.0,1000 tonnes,0.0,Im
Venezuela (Bolivarian Republic of),Processing,2012.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2012.0,1000 tonnes,0.0,Im
Yemen,Processing,2012.0,1000 tonnes,0.0,Im
Zambia,Processing,2012.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2012.0,1000 tonnes,0.0,Im
United Arab Emirates,Processing,2011.0,1000 tonnes,94.0,Im
Egypt,Processing,2011.0,1000 tonnes,81.0,Im
Iran (Islamic Republic of),Processing,2011.0,1000 tonnes,76.0,Im
Hungary,Processing,2011.0,1000 tonnes,37.0,Im
South Africa,Processing,2011.0,1000 tonnes,37.0,Im
Costa Rica,Processing,2011.0,1000 tonnes,18.0,Im
Belarus,Processing,2011.0,1000 tonnes,16.0,Im
Kyrgyzstan,Processing,2011.0,1000 tonnes,8.0,Im
Canada,Processing,2011.0,1000 tonnes,2.0,Im
Afghanistan,Processing,2011.0,1000 tonnes,0.0,Im
Angola,Processing,2011.0,1000 tonnes,0.0,Im
Bangladesh,Processing,2011.0,1000 tonnes,0.0,Im
Bolivia (Plurinational State of),Processing,2011.0,1000 tonnes,0.0,Im
Burkina Faso,Processing,2011.0,1000 tonnes,0.0,Im
Cambodia,Processing,2011.0,1000 tonnes,0.0,Im
Cameroon,Processing,2011.0,1000 tonnes,0.0,Im
Central African Republic,Processing,2011.0,1000 tonnes,0.0,Im
Chad,Processing,2011.0,1000 tonnes,0.0,Im
Colombia,Processing,2011.0,1000 tonnes,0.0,Im
Congo,Processing,2011.0,1000 tonnes,0.0,Im
Côte d'Ivoire,Processing,2011.0,1000 tonnes,0.0,Im
Democratic People's Republic of Korea,Processing,2011.0,1000 tonnes,0.0,Im
Ecuador,Processing,2011.0,1000 tonnes,0.0,Im
Ethiopia,Processing,2011.0,1000 tonnes,0.0,Im
France,Processing,2011.0,1000 tonnes,0.0,Im
Guatemala,Processing,2011.0,1000 tonnes,0.0,Im
Guinea,Processing,2011.0,1000 tonnes,0.0,Im
Haiti,Processing,2011.0,1000 tonnes,0.0,Im
India,Processing,2011.0,1000 tonnes,0.0,Im
Indonesia,Processing,2011.0,1000 tonnes,0.0,Im
Iraq,Processing,2011.0,1000 tonnes,0.0,Im
Kenya,Processing,2011.0,1000 tonnes,0.0,Im
Madagascar,Processing,2011.0,1000 tonnes,0.0,Im
Malawi,Processing,2011.0,1000 tonnes,0.0,Im
Malta,Processing,2011.0,1000 tonnes,0.0,Im
Mexico,Processing,2011.0,1000 tonnes,0.0,Im
Mozambique,Processing,2011.0,1000 tonnes,0.0,Im
Myanmar,Processing,2011.0,1000 tonnes,0.0,Im
Nepal,Processing,2011.0,1000 tonnes,0.0,Im
Niger,Processing,2011.0,1000 tonnes,0.0,Im
Nigeria,Processing,2011.0,1000 tonnes,0.0,Im
Pakistan,Processing,2011.0,1000 tonnes,0.0,Im
Peru,Processing,2011.0,1000 tonnes,0.0,Im
Philippines,Processing,2011.0,1000 tonnes,0.0,Im
Rwanda,Processing,2011.0,1000 tonnes,0.0,Im
Senegal,Processing,2011.0,1000 tonnes,0.0,Im
Spain,Processing,2011.0,1000 tonnes,0.0,Im
Sri Lanka,Processing,2011.0,1000 tonnes,0.0,Im
Syrian Arab Republic,Processing,2011.0,1000 tonnes,0.0,Im
Tajikistan,Processing,2011.0,1000 tonnes,0.0,Im
Uganda,Processing,2011.0,1000 tonnes,0.0,Im
United Republic of Tanzania,Processing,2011.0,1000 tonnes,0.0,Im
Uzbekistan,Processing,2011.0,1000 tonnes,0.0,Im
Venezuela (Bolivarian Republic of),Processing,2011.0,1000 tonnes,0.0,Im
Viet Nam,Processing,2011.0,1000 tonnes,0.0,Im
Yemen,Processing,2011.0,1000 tonnes,0.0,Im
Zambia,Processing,2011.0,1000 tonnes,0.0,Im
Zimbabwe,Processing,2011.0,1000 tonnes,0.0,Im
Egypt,Processing,2010.0,1000 tonnes,86.0,ImBr
United Arab Emirates,Processing,2010.0,1000 tonnes,83.0,ImBr
Iran (Islamic Republic of),Processing,2010.0,1000 tonnes,75.0,ImBr
South Africa,Processing,2010.0,1000 tonnes,41.0,ImBr
Belarus,Processing,2010.0,1000 tonnes,38.0,ImBr
Hungary,Processing,2010.0,1000 tonnes,38.0,ImBr
Costa Rica,Processing,2010.0,1000 tonnes,15.0,ImBr
Spain,Processing,2010.0,1000 tonnes,11.0,ImBr
Kyrgyzstan,Processing,2010.0,1000 tonnes,7.0,ImBr
Canada,Processing,2010.0,1000 tonnes,2.0,ImBr
Afghanistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Angola,Processing,2010.0,1000 tonnes,0.0,ImBr
Bangladesh,Processing,2010.0,1000 tonnes,0.0,ImBr
Bolivia (Plurinational State of),Processing,2010.0,1000 tonnes,0.0,ImBr
Burkina Faso,Processing,2010.0,1000 tonnes,0.0,ImBr
Cambodia,Processing,2010.0,1000 tonnes,0.0,ImBr
Cameroon,Processing,2010.0,1000 tonnes,0.0,ImBr
Central African Republic,Processing,2010.0,1000 tonnes,0.0,ImBr
Chad,Processing,2010.0,1000 tonnes,0.0,ImBr
Colombia,Processing,2010.0,1000 tonnes,0.0,ImBr
Congo,Processing,2010.0,1000 tonnes,0.0,ImBr
Côte d'Ivoire,Processing,2010.0,1000 tonnes,0.0,ImBr
Democratic People's Republic of Korea,Processing,2010.0,1000 tonnes,0.0,ImBr
Ecuador,Processing,2010.0,1000 tonnes,0.0,ImBr
Ethiopia,Processing,2010.0,1000 tonnes,0.0,ImBr
France,Processing,2010.0,1000 tonnes,0.0,ImBr
Guatemala,Processing,2010.0,1000 tonnes,0.0,ImBr
Guinea,Processing,2010.0,1000 tonnes,0.0,ImBr
Haiti,Processing,2010.0,1000 tonnes,0.0,ImBr
India,Processing,2010.0,1000 tonnes,0.0,ImBr
Indonesia,Processing,2010.0,1000 tonnes,0.0,ImBr
Iraq,Processing,2010.0,1000 tonnes,0.0,ImBr
Kenya,Processing,2010.0,1000 tonnes,0.0,ImBr
Madagascar,Processing,2010.0,1000 tonnes,0.0,ImBr
Malawi,Processing,2010.0,1000 tonnes,0.0,ImBr
Malta,Processing,2010.0,1000 tonnes,0.0,ImBr
Mexico,Processing,2010.0,1000 tonnes,0.0,ImBr
Mozambique,Processing,2010.0,1000 tonnes,0.0,ImBr
Myanmar,Processing,2010.0,1000 tonnes,0.0,ImBr
Nepal,Processing,2010.0,1000 tonnes,0.0,ImBr
Niger,Processing,2010.0,1000 tonnes,0.0,ImBr
Nigeria,Processing,2010.0,1000 tonnes,0.0,ImBr
Pakistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Peru,Processing,2010.0,1000 tonnes,0.0,ImBr
Philippines,Processing,2010.0,1000 tonnes,0.0,ImBr
Rwanda,Processing,2010.0,1000 tonnes,0.0,ImBr
Senegal,Processing,2010.0,1000 tonnes,0.0,ImBr
Sri Lanka,Processing,2010.0,1000 tonnes,0.0,ImBr
Syrian Arab Republic,Processing,2010.0,1000 tonnes,0.0,ImBr
Tajikistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Uganda,Processing,2010.0,1000 tonnes,0.0,ImBr
United Republic of Tanzania,Processing,2010.0,1000 tonnes,0.0,ImBr
Uzbekistan,Processing,2010.0,1000 tonnes,0.0,ImBr
Venezuela (Bolivarian Republic of),Processing,2010.0,1000 tonnes,0.0,ImBr
Viet Nam,Processing,2010.0,1000 tonnes,0.0,ImBr
Yemen,Processing,2010.0,1000 tonnes,0.0,ImBr
Zambia,Processing,2010.0,1000 tonnes,0.0,ImBr
Zimbabwe,Processing,2010.0,1000 tonnes,0.0,ImBr
Albania,Processing,2009.0,1000 tonnes,0.0,S
China,Processing,2009.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2009.0,1000 tonnes,0.0,S
Cyprus,Processing,2009.0,1000 tonnes,0.0,S
France,Processing,2009.0,1000 tonnes,0.0,S
Hungary,Processing,2009.0,1000 tonnes,0.0,S
Indonesia,Processing,2009.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2009.0,1000 tonnes,0.0,S
Kenya,Processing,2009.0,1000 tonnes,0.0,S
Malta,Processing,2009.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2009.0,1000 tonnes,0.0,S
Thailand,Processing,2009.0,1000 tonnes,0.0,S
Turkey,Processing,2009.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2009.0,1000 tonnes,0.0,S
Albania,Processing,2008.0,1000 tonnes,0.0,S
China,Processing,2008.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2008.0,1000 tonnes,0.0,S
Cyprus,Processing,2008.0,1000 tonnes,0.0,S
France,Processing,2008.0,1000 tonnes,0.0,S
Hungary,Processing,2008.0,1000 tonnes,0.0,S
Indonesia,Processing,2008.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2008.0,1000 tonnes,0.0,S
Kenya,Processing,2008.0,1000 tonnes,0.0,S
Malta,Processing,2008.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2008.0,1000 tonnes,0.0,S
Thailand,Processing,2008.0,1000 tonnes,0.0,S
Turkey,Processing,2008.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2008.0,1000 tonnes,0.0,S
Albania,Processing,2007.0,1000 tonnes,0.0,S
China,Processing,2007.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2007.0,1000 tonnes,0.0,S
Cyprus,Processing,2007.0,1000 tonnes,0.0,S
France,Processing,2007.0,1000 tonnes,0.0,S
Hungary,Processing,2007.0,1000 tonnes,0.0,S
Indonesia,Processing,2007.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2007.0,1000 tonnes,0.0,S
Kenya,Processing,2007.0,1000 tonnes,0.0,S
Malta,Processing,2007.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2007.0,1000 tonnes,0.0,S
Thailand,Processing,2007.0,1000 tonnes,0.0,S
Turkey,Processing,2007.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2007.0,1000 tonnes,0.0,S
Albania,Processing,2006.0,1000 tonnes,0.0,S
China,Processing,2006.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2006.0,1000 tonnes,0.0,S
Cyprus,Processing,2006.0,1000 tonnes,0.0,S
France,Processing,2006.0,1000 tonnes,0.0,S
Hungary,Processing,2006.0,1000 tonnes,0.0,S
Indonesia,Processing,2006.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2006.0,1000 tonnes,0.0,S
Kenya,Processing,2006.0,1000 tonnes,0.0,S
Malta,Processing,2006.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2006.0,1000 tonnes,0.0,S
Thailand,Processing,2006.0,1000 tonnes,0.0,S
Turkey,Processing,2006.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2006.0,1000 tonnes,0.0,S
Albania,Processing,2005.0,1000 tonnes,0.0,S
China,Processing,2005.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2005.0,1000 tonnes,0.0,S
Cyprus,Processing,2005.0,1000 tonnes,0.0,S
France,Processing,2005.0,1000 tonnes,0.0,S
Hungary,Processing,2005.0,1000 tonnes,0.0,S
Indonesia,Processing,2005.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2005.0,1000 tonnes,0.0,S
Kenya,Processing,2005.0,1000 tonnes,0.0,S
Malta,Processing,2005.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2005.0,1000 tonnes,0.0,S
Thailand,Processing,2005.0,1000 tonnes,0.0,S
Turkey,Processing,2005.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2005.0,1000 tonnes,0.0,S
Albania,Processing,2004.0,1000 tonnes,0.0,S
China,Processing,2004.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2004.0,1000 tonnes,0.0,S
Cyprus,Processing,2004.0,1000 tonnes,0.0,S
France,Processing,2004.0,1000 tonnes,0.0,S
Hungary,Processing,2004.0,1000 tonnes,0.0,S
Indonesia,Processing,2004.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2004.0,1000 tonnes,0.0,S
Kenya,Processing,2004.0,1000 tonnes,0.0,S
Malta,Processing,2004.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2004.0,1000 tonnes,0.0,S
Thailand,Processing,2004.0,1000 tonnes,0.0,S
Turkey,Processing,2004.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2004.0,1000 tonnes,0.0,S
Albania,Processing,2003.0,1000 tonnes,0.0,S
China,Processing,2003.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2003.0,1000 tonnes,0.0,S
Cyprus,Processing,2003.0,1000 tonnes,0.0,S
France,Processing,2003.0,1000 tonnes,0.0,S
Hungary,Processing,2003.0,1000 tonnes,0.0,S
Indonesia,Processing,2003.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2003.0,1000 tonnes,0.0,S
Kenya,Processing,2003.0,1000 tonnes,0.0,S
Malta,Processing,2003.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2003.0,1000 tonnes,0.0,S
Thailand,Processing,2003.0,1000 tonnes,0.0,S
Turkey,Processing,2003.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2003.0,1000 tonnes,0.0,S
Albania,Processing,2002.0,1000 tonnes,0.0,S
China,Processing,2002.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2002.0,1000 tonnes,0.0,S
Cyprus,Processing,2002.0,1000 tonnes,0.0,S
France,Processing,2002.0,1000 tonnes,0.0,S
Hungary,Processing,2002.0,1000 tonnes,0.0,S
Indonesia,Processing,2002.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2002.0,1000 tonnes,0.0,S
Kenya,Processing,2002.0,1000 tonnes,0.0,S
Malta,Processing,2002.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2002.0,1000 tonnes,0.0,S
Thailand,Processing,2002.0,1000 tonnes,0.0,S
Turkey,Processing,2002.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2002.0,1000 tonnes,0.0,S
Albania,Processing,2001.0,1000 tonnes,0.0,S
China,Processing,2001.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2001.0,1000 tonnes,0.0,S
Cyprus,Processing,2001.0,1000 tonnes,0.0,S
France,Processing,2001.0,1000 tonnes,0.0,S
Hungary,Processing,2001.0,1000 tonnes,0.0,S
Indonesia,Processing,2001.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2001.0,1000 tonnes,0.0,S
Kenya,Processing,2001.0,1000 tonnes,0.0,S
Malta,Processing,2001.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2001.0,1000 tonnes,0.0,S
Thailand,Processing,2001.0,1000 tonnes,0.0,S
Turkey,Processing,2001.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2001.0,1000 tonnes,0.0,S
Albania,Processing,2000.0,1000 tonnes,0.0,S
China,Processing,2000.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,2000.0,1000 tonnes,0.0,S
Cyprus,Processing,2000.0,1000 tonnes,0.0,S
France,Processing,2000.0,1000 tonnes,0.0,S
Hungary,Processing,2000.0,1000 tonnes,0.0,S
Indonesia,Processing,2000.0,1000 tonnes,0.0,S
Iran (Islamic Republic of),Processing,2000.0,1000 tonnes,0.0,S
Kenya,Processing,2000.0,1000 tonnes,0.0,S
Malta,Processing,2000.0,1000 tonnes,0.0,S
Republic of Moldova,Processing,2000.0,1000 tonnes,0.0,S
Thailand,Processing,2000.0,1000 tonnes,0.0,S
Turkey,Processing,2000.0,1000 tonnes,0.0,S
Venezuela (Bolivarian Republic of),Processing,2000.0,1000 tonnes,0.0,S
Albania,Processing,1999.0,1000 tonnes,0.0,S
China,Processing,1999.0,1000 tonnes,0.0,A
Other non-specified areas,Processing,1999.0,1000 tonnes,0.0,S
Cyprus,Processing,1999.0,1000 tonnes,0.0,S
France,Processing,1999.0,1000 tonnes,0.0,S
Hungary,Processing,1999.0,1000 tonnes,0.0,S
Indonesia,Processing,1999.0,1000 tonnes,0.0,S
